filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---97.png,1539552,"{}",11,8,"{""name"":""rect"",""x"":490,""y"":594,""width"":37,""height"":32}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---97.png,1539552,"{}",11,9,"{""name"":""rect"",""x"":809,""y"":675,""width"":47,""height"":25}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---97.png,1539552,"{}",11,10,"{""name"":""rect"",""x"":16,""y"":897,""width"":76,""height"":47}","{""Age Class"":""Adult""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---98.png,1465629,"{}",32,0,"{""name"":""rect"",""x"":373,""y"":188,""width"":24,""height"":45}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---98.png,1465629,"{}",32,1,"{""name"":""rect"",""x"":280,""y"":133,""width"":37,""height"":33}","{""Age Class"":""Unknown""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---98.png,1465629,"{}",32,2,"{""name"":""rect"",""x"":428,""y"":222,""width"":38,""height"":39}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---98.png,1465629,"{}",32,3,"{""name"":""rect"",""x"":484,""y"":245,""width"":42,""height"":38}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---98.png,1465629,"{}",32,4,"{""name"":""rect"",""x"":532,""y"":178,""width"":55,""height"":40}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---98.png,1465629,"{}",32,5,"{""name"":""rect"",""x"":756,""y"":152,""width"":41,""height"":32}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---98.png,1465629,"{}",32,6,"{""name"":""rect"",""x"":821,""y"":120,""width"":26,""height"":44}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---98.png,1465629,"{}",32,7,"{""name"":""rect"",""x"":708,""y"":20,""width"":40,""height"":38}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---98.png,1465629,"{}",32,8,"{""name"":""rect"",""x"":674,""y"":8,""width"":36,""height"":34}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---98.png,1465629,"{}",32,9,"{""name"":""rect"",""x"":638,""y"":16,""width"":53,""height"":34}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---98.png,1465629,"{}",32,10,"{""name"":""rect"",""x"":613,""y"":36,""width"":43,""height"":38}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---98.png,1465629,"{}",32,11,"{""name"":""rect"",""x"":767,""y"":196,""width"":46,""height"":28}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---98.png,1465629,"{}",32,12,"{""name"":""rect"",""x"":855,""y"":246,""width"":44,""height"":49}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---98.png,1465629,"{}",32,13,"{""name"":""rect"",""x"":900,""y"":208,""width"":41,""height"":32}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---98.png,1465629,"{}",32,14,"{""name"":""rect"",""x"":926,""y"":619,""width"":50,""height"":46}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---98.png,1465629,"{}",32,15,"{""name"":""rect"",""x"":493,""y"":769,""width"":28,""height"":49}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---98.png,1465629,"{}",32,16,"{""name"":""rect"",""x"":141,""y"":950,""width"":52,""height"":34}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---98.png,1465629,"{}",32,17,"{""name"":""rect"",""x"":921,""y"":252,""width"":35,""height"":35}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---98.png,1465629,"{}",32,18,"{""name"":""rect"",""x"":963,""y"":227,""width"":36,""height"":38}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---98.png,1465629,"{}",32,19,"{""name"":""rect"",""x"":327,""y"":528,""width"":86,""height"":44}","{""Age Class"":""Adult""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---98.png,1465629,"{}",32,20,"{""name"":""rect"",""x"":677,""y"":487,""width"":54,""height"":67}","{""Age Class"":""Adult""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---98.png,1465629,"{}",32,21,"{""name"":""rect"",""x"":772,""y"":569,""width"":36,""height"":73}","{""Age Class"":""Adult""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---98.png,1465629,"{}",32,22,"{""name"":""rect"",""x"":598,""y"":870,""width"":84,""height"":38}","{""Age Class"":""Adult""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---98.png,1465629,"{}",32,23,"{""name"":""rect"",""x"":836,""y"":748,""width"":67,""height"":69}","{""Age Class"":""Adult""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---98.png,1465629,"{}",32,24,"{""name"":""rect"",""x"":408,""y"":586,""width"":39,""height"":92}","{""Age Class"":""Adult""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---98.png,1465629,"{}",32,25,"{""name"":""rect"",""x"":37,""y"":923,""width"":74,""height"":72}","{""Age Class"":""Adult""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---98.png,1465629,"{}",32,26,"{""name"":""rect"",""x"":599,""y"":80,""width"":36,""height"":50}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---98.png,1465629,"{}",32,27,"{""name"":""rect"",""x"":469,""y"":733,""width"":38,""height"":67}","{""Age Class"":""Adult""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---98.png,1465629,"{}",32,28,"{""name"":""rect"",""x"":478,""y"":309,""width"":38,""height"":25}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---98.png,1465629,"{}",32,29,"{""name"":""rect"",""x"":806,""y"":172,""width"":43,""height"":23}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---98.png,1465629,"{}",32,30,"{""name"":""rect"",""x"":865,""y"":181,""width"":42,""height"":40}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---98.png,1465629,"{}",32,31,"{""name"":""rect"",""x"":902,""y"":158,""width"":31,""height"":47}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---99.png,1509309,"{}",16,0,"{""name"":""rect"",""x"":153,""y"":69,""width"":62,""height"":71}","{""Age Class"":""Adult""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---99.png,1509309,"{}",16,1,"{""name"":""rect"",""x"":180,""y"":13,""width"":84,""height"":44}","{""Age Class"":""Adult""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---99.png,1509309,"{}",16,2,"{""name"":""rect"",""x"":282,""y"":268,""width"":74,""height"":42}","{""Age Class"":""Adult""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---99.png,1509309,"{}",16,3,"{""name"":""rect"",""x"":11,""y"":622,""width"":43,""height"":41}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---99.png,1509309,"{}",16,4,"{""name"":""rect"",""x"":268,""y"":682,""width"":56,""height"":27}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---99.png,1509309,"{}",16,5,"{""name"":""rect"",""x"":243,""y"":648,""width"":63,""height"":42}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---99.png,1509309,"{}",16,6,"{""name"":""rect"",""x"":378,""y"":809,""width"":49,""height"":44}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---99.png,1509309,"{}",16,7,"{""name"":""rect"",""x"":258,""y"":748,""width"":26,""height"":49}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---99.png,1509309,"{}",16,8,"{""name"":""rect"",""x"":484,""y"":633,""width"":41,""height"":35}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---99.png,1509309,"{}",16,9,"{""name"":""rect"",""x"":4,""y"":254,""width"":29,""height"":34}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---99.png,1509309,"{}",16,10,"{""name"":""rect"",""x"":343,""y"":44,""width"":44,""height"":37}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---99.png,1509309,"{}",16,11,"{""name"":""rect"",""x"":868,""y"":620,""width"":32,""height"":39}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---99.png,1509309,"{}",16,12,"{""name"":""rect"",""x"":883,""y"":589,""width"":64,""height"":51}","{""Age Class"":""Adult""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---99.png,1509309,"{}",16,13,"{""name"":""rect"",""x"":693,""y"":836,""width"":34,""height"":46}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---99.png,1509309,"{}",16,14,"{""name"":""rect"",""x"":676,""y"":861,""width"":64,""height"":60}","{""Age Class"":""Adult""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---99.png,1509309,"{}",16,15,"{""name"":""rect"",""x"":197,""y"":594,""width"":56,""height"":60}","{""Age Class"":""Adult""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---100.png,1418679,"{}",23,0,"{""name"":""rect"",""x"":97,""y"":346,""width"":28,""height"":44}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---100.png,1418679,"{}",23,1,"{""name"":""rect"",""x"":836,""y"":927,""width"":33,""height"":40}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---100.png,1418679,"{}",23,2,"{""name"":""rect"",""x"":890,""y"":871,""width"":35,""height"":41}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---100.png,1418679,"{}",23,3,"{""name"":""rect"",""x"":883,""y"":942,""width"":43,""height"":36}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---100.png,1418679,"{}",23,4,"{""name"":""rect"",""x"":884,""y"":916,""width"":47,""height"":25}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---100.png,1418679,"{}",23,5,"{""name"":""rect"",""x"":923,""y"":941,""width"":28,""height"":33}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---100.png,1418679,"{}",23,6,"{""name"":""rect"",""x"":925,""y"":966,""width"":38,""height"":31}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---100.png,1418679,"{}",23,7,"{""name"":""rect"",""x"":979,""y"":496,""width"":20,""height"":35}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---100.png,1418679,"{}",23,8,"{""name"":""rect"",""x"":933,""y"":443,""width"":25,""height"":32}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---100.png,1418679,"{}",23,9,"{""name"":""rect"",""x"":972,""y"":444,""width"":26,""height"":28}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---100.png,1418679,"{}",23,10,"{""name"":""rect"",""x"":952,""y"":359,""width"":28,""height"":43}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---100.png,1418679,"{}",23,11,"{""name"":""rect"",""x"":934,""y"":401,""width"":51,""height"":27}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---100.png,1418679,"{}",23,12,"{""name"":""rect"",""x"":895,""y"":405,""width"":50,""height"":40}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---100.png,1418679,"{}",23,13,"{""name"":""rect"",""x"":878,""y"":432,""width"":42,""height"":38}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---100.png,1418679,"{}",23,14,"{""name"":""rect"",""x"":843,""y"":441,""width"":33,""height"":40}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---100.png,1418679,"{}",23,15,"{""name"":""rect"",""x"":825,""y"":288,""width"":36,""height"":44}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---100.png,1418679,"{}",23,16,"{""name"":""rect"",""x"":748,""y"":590,""width"":38,""height"":35}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---100.png,1418679,"{}",23,17,"{""name"":""rect"",""x"":496,""y"":554,""width"":37,""height"":41}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---100.png,1418679,"{}",23,18,"{""name"":""rect"",""x"":453,""y"":636,""width"":52,""height"":91}","{""Age Class"":""Adult""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---100.png,1418679,"{}",23,19,"{""name"":""rect"",""x"":611,""y"":16,""width"":65,""height"":80}","{""Age Class"":""Adult""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---100.png,1418679,"{}",23,20,"{""name"":""rect"",""x"":450,""y"":572,""width"":67,""height"":57}","{""Age Class"":""Adult""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---100.png,1418679,"{}",23,21,"{""name"":""rect"",""x"":315,""y"":654,""width"":84,""height"":53}","{""Age Class"":""Adult""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---100.png,1418679,"{}",23,22,"{""name"":""rect"",""x"":847,""y"":245,""width"":52,""height"":68}","{""Age Class"":""Adult""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---101.png,1488868,"{}",26,0,"{""name"":""rect"",""x"":385,""y"":1,""width"":51,""height"":86}","{""Age Class"":""Adult""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---101.png,1488868,"{}",26,1,"{""name"":""rect"",""x"":628,""y"":60,""width"":52,""height"":62}","{""Age Class"":""Adult""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---101.png,1488868,"{}",26,2,"{""name"":""rect"",""x"":850,""y"":67,""width"":77,""height"":59}","{""Age Class"":""Adult""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---101.png,1488868,"{}",26,3,"{""name"":""rect"",""x"":780,""y"":185,""width"":52,""height"":62}","{""Age Class"":""Adult""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---101.png,1488868,"{}",26,4,"{""name"":""rect"",""x"":900,""y"":230,""width"":84,""height"":34}","{""Age Class"":""Adult""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---101.png,1488868,"{}",26,5,"{""name"":""rect"",""x"":671,""y"":758,""width"":68,""height"":85}","{""Age Class"":""Adult""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---101.png,1488868,"{}",26,6,"{""name"":""rect"",""x"":489,""y"":764,""width"":48,""height"":80}","{""Age Class"":""Adult""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---101.png,1488868,"{}",26,7,"{""name"":""rect"",""x"":522,""y"":827,""width"":37,""height"":69}","{""Age Class"":""Adult""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---101.png,1488868,"{}",26,8,"{""name"":""rect"",""x"":33,""y"":360,""width"":24,""height"":44}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---101.png,1488868,"{}",26,9,"{""name"":""rect"",""x"":19,""y"":404,""width"":44,""height"":28}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---101.png,1488868,"{}",26,10,"{""name"":""rect"",""x"":11,""y"":442,""width"":36,""height"":37}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---101.png,1488868,"{}",26,11,"{""name"":""rect"",""x"":53,""y"":436,""width"":36,""height"":40}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---101.png,1488868,"{}",26,12,"{""name"":""rect"",""x"":52,""y"":492,""width"":48,""height"":36}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---101.png,1488868,"{}",26,13,"{""name"":""rect"",""x"":263,""y"":516,""width"":49,""height"":32}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---101.png,1488868,"{}",26,14,"{""name"":""rect"",""x"":268,""y"":447,""width"":38,""height"":43}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---101.png,1488868,"{}",26,15,"{""name"":""rect"",""x"":236,""y"":486,""width"":46,""height"":41}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---101.png,1488868,"{}",26,16,"{""name"":""rect"",""x"":421,""y"":439,""width"":34,""height"":35}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---101.png,1488868,"{}",26,17,"{""name"":""rect"",""x"":837,""y"":551,""width"":36,""height"":40}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---101.png,1488868,"{}",26,18,"{""name"":""rect"",""x"":900,""y"":540,""width"":38,""height"":43}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---101.png,1488868,"{}",26,19,"{""name"":""rect"",""x"":894,""y"":602,""width"":51,""height"":36}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---101.png,1488868,"{}",26,20,"{""name"":""rect"",""x"":904,""y"":652,""width"":36,""height"":37}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---101.png,1488868,"{}",26,21,"{""name"":""rect"",""x"":752,""y"":212,""width"":35,""height"":39}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---101.png,1488868,"{}",26,22,"{""name"":""rect"",""x"":2,""y"":934,""width"":29,""height"":44}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---101.png,1488868,"{}",26,23,"{""name"":""rect"",""x"":12,""y"":971,""width"":36,""height"":26}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---101.png,1488868,"{}",26,24,"{""name"":""rect"",""x"":937,""y"":829,""width"":46,""height"":40}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---101.png,1488868,"{}",26,25,"{""name"":""rect"",""x"":856,""y"":694,""width"":45,""height"":28}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---102.png,1494729,"{}",19,0,"{""name"":""rect"",""x"":407,""y"":371,""width"":58,""height"":36}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---102.png,1494729,"{}",19,1,"{""name"":""rect"",""x"":451,""y"":169,""width"":53,""height"":40}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---102.png,1494729,"{}",19,2,"{""name"":""rect"",""x"":843,""y"":265,""width"":33,""height"":43}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---102.png,1494729,"{}",19,3,"{""name"":""rect"",""x"":904,""y"":267,""width"":39,""height"":31}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---102.png,1494729,"{}",19,4,"{""name"":""rect"",""x"":884,""y"":299,""width"":38,""height"":41}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---102.png,1494729,"{}",19,5,"{""name"":""rect"",""x"":788,""y"":233,""width"":32,""height"":40}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---102.png,1494729,"{}",19,6,"{""name"":""rect"",""x"":166,""y"":44,""width"":60,""height"":38}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---102.png,1494729,"{}",19,7,"{""name"":""rect"",""x"":76,""y"":4,""width"":43,""height"":33}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---102.png,1494729,"{}",19,8,"{""name"":""rect"",""x"":46,""y"":0,""width"":38,""height"":41}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---102.png,1494729,"{}",19,9,"{""name"":""rect"",""x"":60,""y"":33,""width"":28,""height"":36}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---102.png,1494729,"{}",19,10,"{""name"":""rect"",""x"":16,""y"":831,""width"":45,""height"":44}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---102.png,1494729,"{}",19,11,"{""name"":""rect"",""x"":2,""y"":659,""width"":15,""height"":29}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---102.png,1494729,"{}",19,12,"{""name"":""rect"",""x"":529,""y"":865,""width"":58,""height"":36}","{""Age Class"":""Adult""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---102.png,1494729,"{}",19,13,"{""name"":""rect"",""x"":800,""y"":22,""width"":56,""height"":37}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---102.png,1494729,"{}",19,14,"{""name"":""rect"",""x"":468,""y"":805,""width"":26,""height"":41}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---102.png,1494729,"{}",19,15,"{""name"":""rect"",""x"":2,""y"":535,""width"":11,""height"":35}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---102.png,1494729,"{}",19,16,"{""name"":""rect"",""x"":5,""y"":256,""width"":40,""height"":17}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---102.png,1494729,"{}",19,17,"{""name"":""rect"",""x"":2,""y"":220,""width"":55,""height"":40}","{""Age Class"":""Adult""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---102.png,1494729,"{}",19,18,"{""name"":""rect"",""x"":430,""y"":419,""width"":51,""height"":32}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---103.png,1469706,"{}",14,0,"{""name"":""rect"",""x"":914,""y"":826,""width"":22,""height"":39}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---103.png,1469706,"{}",14,1,"{""name"":""rect"",""x"":876,""y"":808,""width"":45,""height"":19}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---103.png,1469706,"{}",14,2,"{""name"":""rect"",""x"":874,""y"":779,""width"":28,""height"":31}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---103.png,1469706,"{}",14,3,"{""name"":""rect"",""x"":852,""y"":747,""width"":29,""height"":26}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---103.png,1469706,"{}",14,4,"{""name"":""rect"",""x"":870,""y"":713,""width"":38,""height"":36}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---103.png,1469706,"{}",14,5,"{""name"":""rect"",""x"":606,""y"":893,""width"":36,""height"":32}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---103.png,1469706,"{}",14,6,"{""name"":""rect"",""x"":909,""y"":80,""width"":34,""height"":44}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---103.png,1469706,"{}",14,7,"{""name"":""rect"",""x"":564,""y"":44,""width"":50,""height"":40}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---103.png,1469706,"{}",14,8,"{""name"":""rect"",""x"":313,""y"":2,""width"":45,""height"":35}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---103.png,1469706,"{}",14,9,"{""name"":""rect"",""x"":818,""y"":118,""width"":73,""height"":50}","{""Age Class"":""Adult""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---103.png,1469706,"{}",14,10,"{""name"":""rect"",""x"":2,""y"":276,""width"":20,""height"":25}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---103.png,1469706,"{}",14,11,"{""name"":""rect"",""x"":937,""y"":149,""width"":39,""height"":48}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---103.png,1469706,"{}",14,12,"{""name"":""rect"",""x"":920,""y"":41,""width"":44,""height"":32}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---103.png,1469706,"{}",14,13,"{""name"":""rect"",""x"":839,""y"":757,""width"":32,""height"":36}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---104.png,1575280,"{}",16,0,"{""name"":""rect"",""x"":17,""y"":149,""width"":39,""height"":41}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---104.png,1575280,"{}",16,1,"{""name"":""rect"",""x"":1,""y"":84,""width"":20,""height"":41}","{""Age Class"":""Pup""}"
